D	ExpD	varD	pvalD	Z	trK	jkFGr	varFGr	error	signal	dataset	gwas	contrasts	L
140326631.390539	9999	33956246640577	2.04468308381615e-128	0.0443797226223834	3161953773	3.39349227619025e-11	1.40341345370203e-07	0.000241802746527663	0.999758197253472	TestExample	quarter	Afr-Eur	316228
442091816.287233	9999	337026150288887	1.98661916042071e-128	0.0442136472026694	9998990001	8.62030866921142e-12	4.42136914163608e-08	0.000194969214129485	0.99980503078587	TestExample	quarter	Afr-Eur	1000000
759870753.714044	9999	995674972891161	1.97505126736026e-128	0.0441305070247266	17218717956	4.76907830973171e-12	2.56268173314541e-08	0.000186097175004178	0.999813902824996	TestExample	quarter	Afr-Eur	pruneall
572234.964823632	9999	692704188	1.50363636846821e-101	0.0572865059102139	9989001	9.6701151420602e-07	5.73438497599738e-05	0.0168633867145941	0.983136613285406	TestExample	threequarter	Afr-Eur	1000
2023891.15735546	9999	7227546981	2.35892704573344e-124	0.064033330171216	31606839	9.40242712114231e-08	2.02573015410363e-05	0.00464150030155562	0.995358499698444	TestExample	threequarter	Afr-Eur	3162
6757901.51606011	9999	79031531506	1.28835891436007e-127	0.067592532991274	99980001	1.01601175693132e-08	6.75992929205662e-06	0.00150299169271667	0.998497008307283	TestExample	threequarter	Afr-Eur	10000
20929890.8486672	9999	755411696172	2.60696664514002e-128	0.0661943711563844	316188378	1.25285978527897e-09	2.09330121928987e-06	0.000598509079216026	0.999401490920784	TestExample	threequarter	Afr-Eur	31623
66469501.2093999	9999	7618786950792	2.14307218099033e-128	0.0664768135924183	999890001	1.88003062765077e-10	6.64774783672021e-07	0.000282807151207817	0.999717192848792	TestExample	threequarter	Afr-Eur	100000
208812559.492312	9999	75189129331578	2.02027658936331e-128	0.0660390930681427	3161953773	3.91926686346114e-11	2.08834454578966e-07	0.000187673383272067	0.999812326616728	TestExample	threequarter	Afr-Eur	316228
659330374.772874	9999	749627784402403	1.97917456745011e-128	0.0659398292599192	9998970003	1.03322252245297e-11	6.59400270800006e-08	0.00015669124933774	0.999843308750662	TestExample	threequarter	Afr-Eur	1000000
1336166777.11085	9999	3078650854300280	1.96982629491409e-128	0.0658558626460697	20289260871	4.87030050593619e-12	3.24552370234074e-08	0.000150062084045901	0.999849937915954	TestExample	threequarter	Afr-Eur	pruneall
10973.3783524432	9999	264091	0.0289766198228453	0.00109854612612845	9989001	1.15152466072359e-06	1.0996457719001e-06	1.04717781866596	-0.0471778186659573	TestExample	none	Afr-Eur	1000
11872.5627969041	9999	246127	7.9527861625943e-05	0.000375632716606178	31606839	1.18676967122087e-07	1.18833507309768e-07	0.998682693196344	0.00131730680365572	TestExample	none	Afr-Eur	3162
17496.9297643189	9999	526747	2.55282217748531e-25	0.000175004296752497	99980001	1.06649826257033e-08	1.7502179893239e-08	0.609351674520445	0.390648325479555	TestExample	none	Afr-Eur	10000
33164.5390099482	9999	1894231	7.15692895354587e-64	0.000104888545302409	316188378	1.24687349799601e-09	3.31694849479504e-09	0.3759098158903	0.6240901841097	TestExample	none	Afr-Eur	31623
85700.9497168713	9999	12657305	9.02282878678426e-101	8.57103777727159e-05	999890001	1.48770030393888e-10	8.57112348850648e-10	0.173571213381049	0.826428786618951	TestExample	none	Afr-Eur	100000
241270.787477905	9999	100343770	3.08932180079107e-118	7.63045786777816e-05	3161943774	2.43324431008058e-11	2.41297612080542e-10	0.10083996642571	0.89916003357429	TestExample	none	Afr-Eur	316228
756118.56462448	9999	985610756	3.75579175336511e-125	7.56196452632242e-05	9998970003	5.40902543238665e-12	7.56198721228405e-11	0.071529153389733	0.928470846610267	TestExample	none	Afr-Eur	1000000
1042819.43357936	9999	1874772919	4.6669473977219e-126	7.4930486721099e-05	13917158145	3.68949396853217e-12	5.38349804549317e-11	0.068533394780757	0.931466605219243	TestExample	none	Afr-Eur	pruneall
