q	pval	q_NoSign	pval_NoSign	nsnp	dataset	gwas	contrasts	L	phenotype	covar	pc
-0.906141965694387	0.364860715540966	-1.10252268085518	0.270234503646875	110	adnaSel	e5	Historical	pruneall	Glucose	no-FGr	10
-0.996917564268665	0.318804525336732	-1.24004064514962	0.214960360921107	108	adnaSel	e5	Historical	pruneall	Glucose	no-FGr	40
-0.742660009180496	0.457687547168532	-0.779978048586331	0.435403796104989	770	adnaSel	e5	Historical	pruneall	StandingHeight	no-FGr	0
-1.05586798374334	0.291028533155403	-1.09270199022325	0.274524665668926	615	adnaSel	e5	Historical	pruneall	StandingHeight	no-FGr	10
-0.826606730770426	0.408460001147929	-0.847143828909273	0.396914957996982	614	adnaSel	e5	Historical	pruneall	StandingHeight	no-FGr	40
-0.736623704646861	0.461351215471272	-1.21703248043404	0.223591858122916	387	adnaSel	e5	Historical	pruneall	PlateletCount	no-FGr	0
-1.43639508119946	0.150889952015492	-1.84041072435672	0.0657079601678493	360	adnaSel	e5	Historical	pruneall	PlateletCount	no-FGr	10
-0.996629974917767	0.318944150757528	-1.31277133455108	0.189260012021469	366	adnaSel	e5	Historical	pruneall	PlateletCount	no-FGr	40
0.226087606500098	0.821133283630526	0.503092600306587	0.614899168984154	244	adnaSel	e5	Historical	pruneall	AspartateAminotransferase	no-FGr	0
-0.314935509299273	0.752810619922039	-0.142174649793644	0.886942054895804	231	adnaSel	e5	Historical	pruneall	AspartateAminotransferase	no-FGr	10
-0.392368163067389	0.694786206088912	-0.195674557246082	0.844864899801813	229	adnaSel	e5	Historical	pruneall	AspartateAminotransferase	no-FGr	40
0.247903274631922	0.804209246192066	0.510384585360512	0.609782053966349	294	adnaSel	e5	Historical	pruneall	EosinophillPercentage	no-FGr	0
-0.197007229459685	0.843821880363583	0.0864160123839313	0.931135718504123	293	adnaSel	e5	Historical	pruneall	EosinophillPercentage	no-FGr	10
-0.00370529141958447	0.997043611947839	0.366678932155575	0.713858523293495	294	adnaSel	e5	Historical	pruneall	EosinophillPercentage	no-FGr	40
-0.156387660700543	0.875727462840704	-0.318414039832971	0.750170889810391	263	adnaSel	e5	Historical	pruneall	AlkalinePhosphatase	no-FGr	0
-0.227704737332895	0.819875789323547	-0.420119080551985	0.674398464510704	263	adnaSel	e5	Historical	pruneall	AlkalinePhosphatase	no-FGr	10
-0.367825842643197	0.713003098212995	-0.652194818475829	0.514275502154165	264	adnaSel	e5	Historical	pruneall	AlkalinePhosphatase	no-FGr	40
-1.11207081989232	0.266107701824568	-1.70960546230807	0.087338854888524	141	adnaSel	e5	Historical	pruneall	LDL	no-FGr	0
-0.972034803245528	0.331033234646386	-1.43951601681711	0.150004375278016	138	adnaSel	e5	Historical	pruneall	LDL	no-FGr	10
-1.03958189270249	0.298534193041218	-1.53524783862236	0.12472296148932	138	adnaSel	e5	Historical	pruneall	LDL	no-FGr	40
-2.05947253124821	0.0394489937863841	-2.35467088653769	0.0185391172613074	238	adnaSel	e5	BronzeAge	pruneall	HDL	no-FGr	0
-1.74515995799285	0.0809570291310162	-1.86778939466846	0.0617914322811296	235	adnaSel	e5	BronzeAge	pruneall	HDL	no-FGr	10
-1.70261605156901	0.088639944181714	-1.92682504756954	0.0540014368439362	229	adnaSel	e5	BronzeAge	pruneall	HDL	no-FGr	40
0.915911676776907	0.359713221870148	0.928129814210084	0.353340235930425	193	adnaSel	e5	BronzeAge	pruneall	SystolicBloodPressure	no-FGr	0
0.0119560793206525	0.990460656174279	0.189797677577879	0.849467675842831	188	adnaSel	e5	BronzeAge	pruneall	SystolicBloodPressure	no-FGr	10
-0.430383950171333	0.666916368453818	-0.381168626933565	0.703078127095398	182	adnaSel	e5	BronzeAge	pruneall	SystolicBloodPressure	no-FGr	40
-1.22590799880698	0.220233298390785	-1.04134403014004	0.297715908705139	285	adnaSel	e5	BronzeAge	pruneall	HbA1c	no-FGr	0
-1.23546855902967	0.216656170857698	-1.06753385412969	0.285730834735047	283	adnaSel	e5	BronzeAge	pruneall	HbA1c	no-FGr	10
-1.33168917918484	0.182962346475326	-1.33200635626523	0.182858099833908	292	adnaSel	e5	BronzeAge	pruneall	HbA1c	no-FGr	40
-0.0124124301776929	0.990096567900856	0.226560525603292	0.820765490111259	221	adnaSel	e5	BronzeAge	pruneall	TotalProtein	no-FGr	0
-0.0101753792418296	0.991881362101257	0.0548269765860657	0.956276308513289	222	adnaSel	e5	BronzeAge	pruneall	TotalProtein	no-FGr	10
-0.471954811053468	0.636959043807182	-0.5164693627538	0.605526631579745	223	adnaSel	e5	BronzeAge	pruneall	TotalProtein	no-FGr	40
1.10209875755102	0.270418739498772	0.736530116145949	0.461408146664207	95	adnaSel	e5	BronzeAge	pruneall	BasophillPercentage	no-FGr	0
1.04538062894534	0.295847085950449	0.613023109189997	0.539861059681043	92	adnaSel	e5	BronzeAge	pruneall	BasophillPercentage	no-FGr	10
0.767647360125715	0.442696717506468	0.277548143139637	0.781359244293428	93	adnaSel	e5	BronzeAge	pruneall	BasophillPercentage	no-FGr	40
-0.549392265200603	0.582736281053544	0.000826783377743158	0.999340322382926	366	adnaSel	e5	BronzeAge	pruneall	BodyWeight	no-FGr	0
-0.395520587207956	0.692458731208722	-0.0814007877637526	0.935123222646658	355	adnaSel	e5	BronzeAge	pruneall	BodyWeight	no-FGr	10
-0.563528812493775	0.573074846092648	-0.301389493176367	0.76311750530072	347	adnaSel	e5	BronzeAge	pruneall	BodyWeight	no-FGr	40
0.964177118717948	0.334957133965658	1.3314705868961	0.183034216872366	161	adnaSel	e5	BronzeAge	pruneall	Cholesterol	no-FGr	0
0.499862410732996	0.617171961604679	0.913096783617199	0.361191641806262	161	adnaSel	e5	BronzeAge	pruneall	Cholesterol	no-FGr	10
0.440995596248899	0.659216185095217	0.817827635372267	0.413455615667396	163	adnaSel	e5	BronzeAge	pruneall	Cholesterol	no-FGr	40
1.48890559697333	0.13651222951718	1.59699885531448	0.110265962383881	204	adnaSel	e5	BronzeAge	pruneall	Triglycerides	no-FGr	0
1.38224886905388	0.166895299665974	1.4664327415194	0.142530431979749	201	adnaSel	e5	BronzeAge	pruneall	Triglycerides	no-FGr	10
1.3229981673218	0.185835987294759	1.39281903151157	0.163674521835824	202	adnaSel	e5	BronzeAge	pruneall	Triglycerides	no-FGr	40
2.0282005292957	0.042539785919558	1.8895329591088	0.058820450722498	354	adnaSel	e5	BronzeAge	pruneall	MeanCorpuscularVolume	no-FGr	0
1.6605071965728	0.0968124613567183	1.51058941113915	0.130893093469976	296	adnaSel	e5	BronzeAge	pruneall	MeanCorpuscularVolume	no-FGr	10
1.69090388396444	0.0908551613883222	1.58952054434056	0.111942919578653	297	adnaSel	e5	BronzeAge	pruneall	MeanCorpuscularVolume	no-FGr	40
1.53078711144626	0.125822015999587	0.476929750688489	0.633412146064381	111	adnaSel	e5	BronzeAge	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	0
1.45782496597271	0.144888794888736	0.470239829365868	0.638183680977007	111	adnaSel	e5	BronzeAge	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	10
1.67833183240794	0.0932823370616818	0.726318309081835	0.467643657733449	109	adnaSel	e5	BronzeAge	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	40
-1.86959129337351	0.0615405952605976	-2.01105583258701	0.0443195596823308	107	adnaSel	e5	BronzeAge	pruneall	Glucose	no-FGr	0
-1.63217009677166	0.102643658345313	-1.62296342643432	0.104597223421178	110	adnaSel	e5	BronzeAge	pruneall	Glucose	no-FGr	10
-1.91033945429502	0.0560895209367409	-1.93535855290682	0.0529463117030671	108	adnaSel	e5	BronzeAge	pruneall	Glucose	no-FGr	40
-1.05665991125366	0.290666827148137	-1.56161856068806	0.118377874328861	767	adnaSel	e5	BronzeAge	pruneall	StandingHeight	no-FGr	0
0.43351667415279	0.664639455207554	0.343222930590868	0.731430755172944	611	adnaSel	e5	BronzeAge	pruneall	StandingHeight	no-FGr	10
-0.0387076720531656	0.969123456581144	-0.269685646563439	0.787402103922359	612	adnaSel	e5	BronzeAge	pruneall	StandingHeight	no-FGr	40
1.23503984006145	0.216815677218518	1.33210154124581	0.18282682396156	385	adnaSel	e5	BronzeAge	pruneall	PlateletCount	no-FGr	0
0.856616691048338	0.391656758186431	0.789774649223621	0.429659386598468	360	adnaSel	e5	BronzeAge	pruneall	PlateletCount	no-FGr	10
1.01219159701816	0.311446453174889	0.960013714688683	0.337048312531521	366	adnaSel	e5	BronzeAge	pruneall	PlateletCount	no-FGr	40
0.590921226829619	0.554573202622003	1.0616980178792	0.288372799482325	242	adnaSel	e5	BronzeAge	pruneall	AspartateAminotransferase	no-FGr	0
0.0795617201521504	0.936585841554884	0.361792141037508	0.717507365436899	229	adnaSel	e5	BronzeAge	pruneall	AspartateAminotransferase	no-FGr	10
0.222679657131999	0.823784835110344	0.497339992104506	0.618949314435329	227	adnaSel	e5	BronzeAge	pruneall	AspartateAminotransferase	no-FGr	40
0.530524694509775	0.595748192084287	0.600359814620274	0.548266463220413	293	adnaSel	e5	BronzeAge	pruneall	EosinophillPercentage	no-FGr	0
0.333607726037836	0.738675587428108	0.364182976396985	0.71572137829268	291	adnaSel	e5	BronzeAge	pruneall	EosinophillPercentage	no-FGr	10
0.121677104898664	0.903154746131302	0.0853586849200171	0.931976237897084	292	adnaSel	e5	BronzeAge	pruneall	EosinophillPercentage	no-FGr	40
-1.50362941291852	0.132676813418433	-0.918623384115058	0.358292596483	263	adnaSel	e5	BronzeAge	pruneall	AlkalinePhosphatase	no-FGr	0
-2.21073860969769	0.0270539432119666	-1.80040032171066	0.0717974500714483	262	adnaSel	e5	BronzeAge	pruneall	AlkalinePhosphatase	no-FGr	10
-2.28824739949464	0.022123117808993	-1.93321962376493	0.0532091483206222	263	adnaSel	e5	BronzeAge	pruneall	AlkalinePhosphatase	no-FGr	40
0.419631839311092	0.674754425199451	1.50149073442662	0.133228681419771	141	adnaSel	e5	BronzeAge	pruneall	LDL	no-FGr	0
0.195234269421533	0.84520955210276	1.26275309788954	0.206677925152402	138	adnaSel	e5	BronzeAge	pruneall	LDL	no-FGr	10
0.319156468232401	0.749607865367907	1.33178350379992	0.182931340188304	138	adnaSel	e5	BronzeAge	pruneall	LDL	no-FGr	40
-0.554094814936205	0.579513958472557	0.196670863713559	0.844085112143302	236	adnaSel	e5	EuropeanNeolithic	pruneall	HDL	no-FGr	0
-0.523945463117927	0.60031647251037	0.333459862019997	0.738787182769323	233	adnaSel	e5	EuropeanNeolithic	pruneall	HDL	no-FGr	10
-0.507326425969005	0.611925799663342	0.366622625893242	0.713900528686327	227	adnaSel	e5	EuropeanNeolithic	pruneall	HDL	no-FGr	40
-0.602189345998944	0.547048106677433	-0.538195816805906	0.590441867740147	194	adnaSel	e5	EuropeanNeolithic	pruneall	SystolicBloodPressure	no-FGr	0
0.0923523550954483	0.926418092710527	0.269142431915442	0.787820078752478	189	adnaSel	e5	EuropeanNeolithic	pruneall	SystolicBloodPressure	no-FGr	10
0.118047416127603	0.906030087868082	0.295252031636854	0.767801357100215	183	adnaSel	e5	EuropeanNeolithic	pruneall	SystolicBloodPressure	no-FGr	40
1.42311809870522	0.154701922564887	0.60775086529646	0.543352721685007	285	adnaSel	e5	EuropeanNeolithic	pruneall	HbA1c	no-FGr	0
1.065239587435	0.28676752336915	0.0977513523189033	0.922129737522788	283	adnaSel	e5	EuropeanNeolithic	pruneall	HbA1c	no-FGr	10
1.3342283402551	0.182129034288023	0.492950403151857	0.622047632015268	292	adnaSel	e5	EuropeanNeolithic	pruneall	HbA1c	no-FGr	40
-0.288869672035687	0.772681112993266	0.286846282580546	0.774230022960628	220	adnaSel	e5	EuropeanNeolithic	pruneall	TotalProtein	no-FGr	0
0.305976993598267	0.759622162687085	0.848491818973577	0.396164126679856	221	adnaSel	e5	EuropeanNeolithic	pruneall	TotalProtein	no-FGr	10
-0.0925065755189096	0.926295567115939	0.474745401356333	0.634968453193292	222	adnaSel	e5	EuropeanNeolithic	pruneall	TotalProtein	no-FGr	40
0.63493722360698	0.525469358584437	0.175763657349573	0.8604796223232	94	adnaSel	e5	EuropeanNeolithic	pruneall	BasophillPercentage	no-FGr	0
0.387539586468892	0.698356784260556	0.0199288998404295	0.984100090981258	91	adnaSel	e5	EuropeanNeolithic	pruneall	BasophillPercentage	no-FGr	10
0.77516521841551	0.438242037823741	0.572306147155735	0.567114585921535	92	adnaSel	e5	EuropeanNeolithic	pruneall	BasophillPercentage	no-FGr	40
-1.35763032886462	0.174581014268288	-1.01996720142647	0.307744016185196	365	adnaSel	e5	EuropeanNeolithic	pruneall	BodyWeight	no-FGr	0
-1.24358533323191	0.213652216907471	-0.744416269019204	0.456624679541446	353	adnaSel	e5	EuropeanNeolithic	pruneall	BodyWeight	no-FGr	10
-1.32074985841633	0.186584783581984	-0.896133455649778	0.370181490765553	345	adnaSel	e5	EuropeanNeolithic	pruneall	BodyWeight	no-FGr	40
0.297381459768447	0.76617529674548	0.468930511543623	0.639119306215151	159	adnaSel	e5	EuropeanNeolithic	pruneall	Cholesterol	no-FGr	0
0.436250597067352	0.662654921359408	0.365167581148808	0.714986316272892	159	adnaSel	e5	EuropeanNeolithic	pruneall	Cholesterol	no-FGr	10
0.467035308364261	0.640474616715888	0.451109052179783	0.651910953830488	161	adnaSel	e5	EuropeanNeolithic	pruneall	Cholesterol	no-FGr	40
-1.22094109563082	0.222108323196659	-0.515856469112023	0.605954659305987	206	adnaSel	e5	EuropeanNeolithic	pruneall	Triglycerides	no-FGr	0
-1.02173252880011	0.306907510880238	-0.183271507456719	0.854584989491809	203	adnaSel	e5	EuropeanNeolithic	pruneall	Triglycerides	no-FGr	10
-1.29803064184801	0.194276805759777	-0.643925212719794	0.519623931507791	204	adnaSel	e5	EuropeanNeolithic	pruneall	Triglycerides	no-FGr	40
0.202003038682158	0.839914348627787	-0.364596177087874	0.71541286893718	354	adnaSel	e5	EuropeanNeolithic	pruneall	MeanCorpuscularVolume	no-FGr	0
0.62294989587665	0.533317447854612	0.347986877454443	0.727850038610401	296	adnaSel	e5	EuropeanNeolithic	pruneall	MeanCorpuscularVolume	no-FGr	10
0.596771997677446	0.550659616008426	0.312821695384065	0.754416131505878	297	adnaSel	e5	EuropeanNeolithic	pruneall	MeanCorpuscularVolume	no-FGr	40
0.530917400916747	0.595476018918097	1.34353960748545	0.179097309908252	111	adnaSel	e5	EuropeanNeolithic	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	0
0.0988781059999655	0.921235052585859	0.682981180903901	0.494618734261375	111	adnaSel	e5	EuropeanNeolithic	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	10
0.169200088593442	0.865639260107679	0.7687506757312	0.442041335112395	109	adnaSel	e5	EuropeanNeolithic	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	40
1.4695794144144	0.141675698969698	0.953625476688931	0.340273255033699	106	adnaSel	e5	EuropeanNeolithic	pruneall	Glucose	no-FGr	0
1.74216595950871	0.0814794085662508	1.15770553490108	0.246984224466584	109	adnaSel	e5	EuropeanNeolithic	pruneall	Glucose	no-FGr	10
1.66267607948965	0.0963772929335582	1.16392474745829	0.244454509559116	107	adnaSel	e5	EuropeanNeolithic	pruneall	Glucose	no-FGr	40
-2.04277298737366	0.0410749157735462	-1.65847977268526	0.0972206669204559	769	adnaSel	e5	EuropeanNeolithic	pruneall	StandingHeight	no-FGr	0
0.301580784783303	0.762971657881251	0.79491820148341	0.426661085732855	613	adnaSel	e5	EuropeanNeolithic	pruneall	StandingHeight	no-FGr	10
0.509447849966391	0.610438343590182	1.2009526336183	0.22976957556154	612	adnaSel	e5	EuropeanNeolithic	pruneall	StandingHeight	no-FGr	40
0.643809229770109	0.519699147911573	0.776918118097325	0.437207081073412	383	adnaSel	e5	EuropeanNeolithic	pruneall	PlateletCount	no-FGr	0
0.455357276295573	0.648852226452931	0.352623296731311	0.724370869877798	357	adnaSel	e5	EuropeanNeolithic	pruneall	PlateletCount	no-FGr	10
0.116339583416888	0.90738341555854	0.217778059684434	0.827602040118263	362	adnaSel	e5	EuropeanNeolithic	pruneall	PlateletCount	no-FGr	40
0.526961456546531	0.598220354693821	0.395972122321291	0.692125594083802	243	adnaSel	e5	EuropeanNeolithic	pruneall	AspartateAminotransferase	no-FGr	0
-0.147554392950953	0.882694450150407	-0.107020969501964	0.914772344036906	230	adnaSel	e5	EuropeanNeolithic	pruneall	AspartateAminotransferase	no-FGr	10
-0.46347117113817	0.643026674368414	-0.532145368234261	0.594625317429497	227	adnaSel	e5	EuropeanNeolithic	pruneall	AspartateAminotransferase	no-FGr	40
0.333114409009599	0.739047923127234	0.000782299370171723	0.99937581547428	291	adnaSel	e5	EuropeanNeolithic	pruneall	EosinophillPercentage	no-FGr	0
0.268596618113965	0.788240115045603	-0.111329154946754	0.911355336799836	290	adnaSel	e5	EuropeanNeolithic	pruneall	EosinophillPercentage	no-FGr	10
0.368205603478088	0.712719932430878	0.0687677203085617	0.945174512701458	291	adnaSel	e5	EuropeanNeolithic	pruneall	EosinophillPercentage	no-FGr	40
0.035735556489923	0.971493218669901	1.57357156229446	0.115586531971194	263	adnaSel	e5	EuropeanNeolithic	pruneall	AlkalinePhosphatase	no-FGr	0
-0.0802476681485076	0.936040278676755	1.32375006044177	0.185586066679477	262	adnaSel	e5	EuropeanNeolithic	pruneall	AlkalinePhosphatase	no-FGr	10
-0.0141578174532212	0.988704073407069	1.4304957678061	0.152574779633072	263	adnaSel	e5	EuropeanNeolithic	pruneall	AlkalinePhosphatase	no-FGr	40
0.293571645598228	0.76908524503911	0.659981370872196	0.509265784241782	141	adnaSel	e5	EuropeanNeolithic	pruneall	LDL	no-FGr	0
0.77658640713605	0.437402823686549	1.40698845799727	0.159430811322454	138	adnaSel	e5	EuropeanNeolithic	pruneall	LDL	no-FGr	10
0.638734050862682	0.522995957251726	1.16626228097248	0.243508418445532	138	adnaSel	e5	EuropeanNeolithic	pruneall	LDL	no-FGr	40
0.215483986446773	0.829389995786209	-0.102378733197407	0.918456063414321	230	adnaSel	e10	Historical	pruneall	HDL	no-FGr	0
0.368781001693066	0.712290966574331	0.131315841216208	0.895525460824761	225	adnaSel	e10	Historical	pruneall	HDL	no-FGr	10
0.663830446678134	0.506798836502165	0.644936995986869	0.518968015619125	220	adnaSel	e10	Historical	pruneall	HDL	no-FGr	40
-2.36444387233666	0.0180571632881849	-1.95128149678991	0.0510235689205768	205	adnaSel	e10	Historical	pruneall	SystolicBloodPressure	no-FGr	0
-1.65886571896916	0.0971428538655275	-1.29581056514251	0.195040757246295	190	adnaSel	e10	Historical	pruneall	SystolicBloodPressure	no-FGr	10
-1.36883190915486	0.171051823999884	-0.944339933953143	0.344995965323298	189	adnaSel	e10	Historical	pruneall	SystolicBloodPressure	no-FGr	40
-2.01897448736421	0.0434898712774384	-2.25654641845492	0.0240364316880141	295	adnaSel	e10	Historical	pruneall	HbA1c	no-FGr	0
-1.54201483128559	0.123069989560178	-1.68578627523295	0.0918369722426639	299	adnaSel	e10	Historical	pruneall	HbA1c	no-FGr	10
-1.95843621702949	0.0501788485237104	-2.12783399341974	0.0333508498405242	291	adnaSel	e10	Historical	pruneall	HbA1c	no-FGr	40
0.339326745184523	0.734363596837965	0.074245368444457	0.940815146643805	222	adnaSel	e10	Historical	pruneall	TotalProtein	no-FGr	0
0.359122639383598	0.719503345985088	0.135692982348873	0.892063995681884	220	adnaSel	e10	Historical	pruneall	TotalProtein	no-FGr	10
0.249812161947933	0.802732614015781	-0.0498715008130484	0.960224788089944	222	adnaSel	e10	Historical	pruneall	TotalProtein	no-FGr	40
0.930583275066377	0.352069169265209	1.20436013056088	0.228450414910467	112	adnaSel	e10	Historical	pruneall	BasophillPercentage	no-FGr	0
0.306437640691964	0.759271452780349	0.577217008232622	0.563792868856944	105	adnaSel	e10	Historical	pruneall	BasophillPercentage	no-FGr	10
-0.059834252443092	0.952287644933002	0.0954588935478003	0.923950339305489	106	adnaSel	e10	Historical	pruneall	BasophillPercentage	no-FGr	40
0.919933770588823	0.357607369958903	0.43331898614581	0.66478304681399	349	adnaSel	e10	Historical	pruneall	BodyWeight	no-FGr	0
0.387628391583962	0.698291055129435	-0.41981919763013	0.674617539424483	332	adnaSel	e10	Historical	pruneall	BodyWeight	no-FGr	10
0.364155282206696	0.715742057355373	-0.389357953578421	0.697011371013544	322	adnaSel	e10	Historical	pruneall	BodyWeight	no-FGr	40
-1.18595885600435	0.235638548226291	-1.3004298347853	0.193453689964369	176	adnaSel	e10	Historical	pruneall	Cholesterol	no-FGr	0
-0.76014739913441	0.447166482742537	-0.764507802709642	0.444564688640847	180	adnaSel	e10	Historical	pruneall	Cholesterol	no-FGr	10
-0.733191631033536	0.463441558982701	-0.856381788301091	0.39178663478527	177	adnaSel	e10	Historical	pruneall	Cholesterol	no-FGr	40
-0.42640060473194	0.66981596082297	-0.328316319820628	0.742672506028364	221	adnaSel	e10	Historical	pruneall	Triglycerides	no-FGr	0
0.192656566834336	0.847227940763648	0.461068449393703	0.644749496851552	213	adnaSel	e10	Historical	pruneall	Triglycerides	no-FGr	10
0.295071092594946	0.767939571853909	0.601663108145787	0.547398411729223	213	adnaSel	e10	Historical	pruneall	Triglycerides	no-FGr	40
2.97507876577464	0.00292913327049472	1.99768875454574	0.0457504141389438	378	adnaSel	e10	Historical	pruneall	MeanCorpuscularVolume	no-FGr	0
2.29143260631255	0.0219384055379708	0.816926674015419	0.41397033321406	320	adnaSel	e10	Historical	pruneall	MeanCorpuscularVolume	no-FGr	10
2.45581366050134	0.0140566023629199	1.13598489122214	0.255962887627462	319	adnaSel	e10	Historical	pruneall	MeanCorpuscularVolume	no-FGr	40
2.33130912032144	0.0197370656572393	1.60916765724299	0.107579686438341	117	adnaSel	e10	Historical	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	0
2.43143405727282	0.0150391856415386	1.8719110534434	0.0612189101104568	114	adnaSel	e10	Historical	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	10
2.35868618677944	0.0183397572589146	1.75826228090285	0.0787028924438067	116	adnaSel	e10	Historical	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	40
-1.0867920608161	0.277128717209979	-1.44961169331479	0.147166833348709	122	adnaSel	e10	Historical	pruneall	Glucose	no-FGr	0
-0.807190391135248	0.419556800864793	-1.13685871750212	0.255597352278141	125	adnaSel	e10	Historical	pruneall	Glucose	no-FGr	10
-0.86279776690888	0.388248667167556	-1.22158616143041	0.221864164464079	123	adnaSel	e10	Historical	pruneall	Glucose	no-FGr	40
-0.347243170428442	0.728408640870597	-0.170691011248664	0.864466731086644	798	adnaSel	e10	Historical	pruneall	StandingHeight	no-FGr	0
-0.958542907519168	0.337789065967584	-1.3044116724292	0.192093257510561	615	adnaSel	e10	Historical	pruneall	StandingHeight	no-FGr	10
-0.952243901818592	0.340973300802502	-1.34346892726332	0.179120180973366	614	adnaSel	e10	Historical	pruneall	StandingHeight	no-FGr	40
0.545656672699358	0.585301960048679	0.0463561886905912	0.963026355307725	389	adnaSel	e10	Historical	pruneall	PlateletCount	no-FGr	0
0.510905426317962	0.609417281343217	0.116646653618089	0.907140065808284	372	adnaSel	e10	Historical	pruneall	PlateletCount	no-FGr	10
